,Unnamed: 0,Reference Security,Ticker_x,Bid Price,Ask Price,Mid Price,Issuer Name,Cpn,Maturity,Ticker_y,Average Equity / Average Assets,Common Eqty / Tot Assets,Debt / Common Equity,Debt/Assets,Debt/EBITDA,EBITDA,Int Exp / Avg Int Bear Liab,Tot Debt / Tot Capital,Tot Loans to Tot Assets,Tot Risk-Based Cap,Earnings Assets / Int Bear Liab,Total Expenses to Average Earning Assets,maturity_years,PD_1y
388,388,AR738787 Corp,ARION,101.625,101.741,101.683,Arion Banki HF,1.0,03/20/2023,ARION,17.1792,16.8561,176.467,29.7453,,,3.94904,63.8091,71.2027,201186.0,,,1.6273972602739726,0.0146
389,389,BM601661 Corp,ARION,101.281,101.565,101.42299999999999,Arion Banki HF,0.625,05/27/2024,ARION,17.1792,16.8561,176.467,29.7453,,,3.94904,63.8091,71.2027,201186.0,,,2.8164383561643835,0.013
390,390,BQ397747 Corp,ARION,100.176,100.411,100.2935,Arion Banki HF,0.375,07/14/2025,ARION,17.1792,16.8561,176.467,29.7453,,,3.94904,63.8091,71.2027,201186.0,,,3.947945205479452,0.0147
391,391,AP220675 Corp,ARMISG,183.093,184.52900000000002,183.811,Archer Obligations SA,0.0,03/31/2023,ARMISG,,,,,,,,,,,,,1.6575342465753424,0.0
392,392,BK143713 Corp,ARMISG,123.75,124.5,124.125,Selena Sarl,0.0,06/25/2025,ARMISG,,,,,,,,,,,,,3.8958904109589043,0.0
393,393,AM938020 Corp,ARMK,100.978,101.65700000000001,101.3175,Aramark International Finance Sarl,3.125,04/01/2025,ARMK,20.5645,17.4126,354.23800000000006,61.681999999999995,42.9068,451.71,,77.9225,,,,,3.663013698630137,0.0535
399,399,ZR664662 Corp,ARNDTN,100.54299999999999,100.678,100.6105,Aroundtown SA,0.375,09/23/2022,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,,1.1397260273972603,0.0146
400,400,LW835035 Corp,ARNDTN,104.111,105.76700000000001,104.939,Aroundtown SA,1.5,07/15/2024,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,,2.9506849315068493,0.008
401,401,AZ460821 Corp,ARNDTN,101.945,102.16799999999999,102.0565,Aroundtown SA,0.625,07/09/2025,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,,3.9342465753424656,0.0115
402,402,ZS720557 Corp,ARNDTN,105.524,106.124,105.824,Aroundtown SA,1.5,05/28/2026,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,,4.8191780821917805,0.0143
403,403,BM997117 Corp,ARNDTN,98.84700000000001,99.109,98.978,Aroundtown SA,0.0,07/16/2026,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,,4.953424657534247,0.0126
404,404,AS140522 Corp,ARNDTN,108.51299999999999,108.874,108.6935,Aroundtown SA,2.0,11/02/2026,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,,5.252054794520548,0.0171
405,405,AQ916432 Corp,ARNDTN,106.836,107.22399999999999,107.03,Aroundtown SA,1.625,01/31/2028,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,,6.498630136986302,0.0175
406,406,AZ460822 Corp,ARNDTN,105.67200000000001,106.061,105.8665,Aroundtown SA,1.45,07/09/2028,ARNDTN,45.3849,43.7041,87.4846,38.2343,9.89925,1460.3,,43.2187,,,,,6.936986301369863,0.0172
407,407,ZQ882530 Corp,ARNIM,101.75,101.75,101.75,Alerion Cleanpower SpA,3.125,12/19/2025,ARNIM,19.7569,21.4484,308.41900000000004,66.1508,8.15737,76.57300000000001,,75.1092,,,,,4.380821917808219,0.0525
408,408,ZP426924 Corp,ARRFP,100.59299999999999,100.84899999999999,100.721,APRR SA,0.0,01/20/2023,ARRFP,-7.378610000000001,-7.80174,,96.9999,5.39545,1508.9,,108.744,,,,,1.4657534246575343,0.0066
409,409,QJ447079 Corp,ARRFP,104.079,104.359,104.219,APRR SA,1.5,01/15/2024,ARRFP,-7.378610000000001,-7.80174,,96.9999,5.39545,1508.9,,108.744,,,,,2.452054794520548,0.0123
410,410,ZO366571 Corp,ARRFP,101.24700000000001,101.725,101.486,APRR SA,0.125,01/18/2029,ARRFP,-7.378610000000001,-7.80174,,96.9999,5.39545,1508.9,,108.744,,,,,7.465753424657534,0.0064
411,411,AM923966 Corp,ARWLN,99.5,100.5,100.0,Arrow Global Finance PLC,2.875,04/01/2025,ARWLN,0.715322,0.8217030000000001,12060.1,99.0983,22.4654,39.967,4.19161,99.1776,,,,,3.663013698630137,0.0553
412,412,AR597249 Corp,ARWLN,99.5,100.5,100.0,Arrow Global Finance PLC,3.75,03/01/2026,ARWLN,0.715322,0.8217030000000001,12060.1,99.0983,22.4654,39.967,4.19161,99.1776,,,,,4.578082191780822,0.0677
414,414,BP050071 Corp,ASABRE,100.613,100.73700000000001,100.675,Asahi Group Holdings Ltd,0.01,04/19/2024,ASABRE,36.443000000000005,34.1517,126.09700000000001,43.0642,5.96455,258444.0,,55.7436,,,,,2.712328767123288,0.0072
415,415,ZO951059 Corp,ASABRE,101.045,101.215,101.13,Asahi Group Holdings Ltd,0.155,10/23/2024,ASABRE,36.443000000000005,34.1517,126.09700000000001,43.0642,5.96455,258444.0,,55.7436,,,,,3.2246575342465755,0.0082
416,416,AO950126 Corp,ASABRE,105.331,105.535,105.433,Asahi Group Holdings Ltd,1.151,09/19/2025,ASABRE,36.443000000000005,34.1517,126.09700000000001,43.0642,5.96455,258444.0,,55.7436,,,,,4.131506849315069,0.0105
417,417,ZO951067 Corp,ASABRE,102.167,102.649,102.40799999999999,Asahi Group Holdings Ltd,0.541,10/23/2028,ASABRE,36.443000000000005,34.1517,126.09700000000001,43.0642,5.96455,258444.0,,55.7436,,,,,7.227397260273973,0.0114
418,418,AM693318 Corp,ASBBNK,100.809,100.92299999999999,100.866,ASB Finance Ltd,0.5,06/10/2022,ASBBNK,6.71351,6.5420300000000005,347.843,22.756,,,2.24106,75.2302,86.3143,7929.0,112.445,,0.852054794520548,0.0089
419,419,BP466991 Corp,ASBBNK,101.729,101.96600000000001,101.8475,ASB Finance Ltd/London,0.25,05/21/2031,ASBBNK,6.71351,6.5420300000000005,347.843,22.756,,,2.24106,75.2302,86.3143,7929.0,112.445,,9.802739726027397,0.0065
420,420,ZP334356 Corp,ASH,101.633,102.212,101.9225,Ashland Services BV,2.0,01/30/2028,ASH,46.7653,44.1472,65.8762,29.0824,3.9245699999999997,-110.0,,39.7141,,,,,6.495890410958904,0.0354
421,421,AS649738 Corp,ASIA,101.311,101.385,101.348,Asian Development Bank,0.2,05/25/2023,ASIA,21.1818,19.3703,246.695,47.7856,,,1.14959,71.1562,48.0358,,103.29700000000001,,1.8082191780821917,0.004
422,422,ZQ101011 Corp,ASIA,101.40299999999999,101.57,101.4865,Asian Development Bank,0.0,10/24/2029,ASIA,21.1818,19.3703,246.695,47.7856,,,1.14959,71.1562,48.0358,,103.29700000000001,,8.23013698630137,0.004
423,423,BP966051 Corp,ASIA,101.522,101.62200000000001,101.572,Asian Development Bank,0.1,06/17/2031,ASIA,21.1818,19.3703,246.695,47.7856,,,1.14959,71.1562,48.0358,,103.29700000000001,,9.876712328767123,0.0044
424,424,AL417086 Corp,ASML,109.874,110.14200000000001,110.008,ASML Holding NV,1.625,05/28/2027,ASML,53.0244,50.8497,34.0755,17.3273,0.7703300000000001,5162.2,,25.4151,,,,,5.8191780821917805,0.0077
425,425,BJ161958 Corp,ASML,104.647,105.04700000000001,104.847,ASML Holding NV,0.625,05/07/2029,ASML,53.0244,50.8497,34.0755,17.3273,0.7703300000000001,5162.2,,25.4151,,,,,7.764383561643836,0.0074
426,426,BG117108 Corp,ASML,101.34200000000001,99.44200000000001,100.39200000000001,ASML Holding NV,0.25,02/25/2030,ASML,53.0244,50.8497,34.0755,17.3273,0.7703300000000001,5162.2,,25.4151,,,,,8.56986301369863,0.0099
427,427,AZ843758 Corp,ASRMED,97.167,99.01799999999999,98.0925,ASR Media and Sponsorship SpA,5.125,08/01/2024,ASRMED,,19.0742,11.59,2.2107099999999997,,-17.4638,,10.3863,,,,,2.9972602739726026,0.099
430,430,UV868394 Corp,ASRNED,121.277,121.95200000000001,121.6145,ASR Nederland NV,5.125,09/29/2045,ASRNED,7.07963,6.881310000000001,170.296,11.7186,,,,58.8837,,,,,24.172602739726027,0.055
431,431,ZS335232 Corp,ASRNED,112.397,112.96600000000001,112.6815,ASR Nederland NV,3.375,05/02/2049,ASRNED,7.07963,6.881310000000001,170.296,11.7186,,,,58.8837,,,,,27.764383561643836,0.042
432,432,BN822774 Corp,ASSEMB,101.125,102.125,101.625,Assemblin Financing AB,5.0,05/15/2025,ASSEMB,,-12.8645,,53.4764,6.506819999999999,513.0,,131.67700000000002,,,,,3.7835616438356166,0.0791
433,433,ZQ766864 Corp,ASSEMB,101.125,102.125,101.625,Assemblin Financing AB,5.0,05/15/2025,ASSEMB,,-12.8645,,53.4764,6.506819999999999,513.0,,131.67700000000002,,,,,3.7835616438356166,0.0791
435,435,EH969948 Corp,ASSGEN,117.693,118.59899999999999,118.146,Assicurazioni Generali SpA,5.125,09/16/2024,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,3.1232876712328768,0.0178
436,436,EK235837 Corp,ASSGEN,117.25399999999999,110.95200000000001,114.103,Assicurazioni Generali SpA,4.125,05/04/2026,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,4.7534246575342465,0.0273
437,437,AW823089 Corp,ASSGEN,118.94,119.98,119.46,Assicurazioni Generali SpA,3.875,01/29/2029,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,7.495890410958904,0.0267
438,438,ZR744499 Corp,ASSGEN,106.40899999999999,107.439,106.92399999999999,Assicurazioni Generali SpA,2.124,10/01/2030,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,9.167123287671233,0.0276
439,439,BK400989 Corp,ASSGEN,108.625,109.625,109.125,Assicurazioni Generali SpA,2.4290000000000003,07/14/2031,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,9.95068493150685,0.0278
440,440,BQ244769 Corp,ASSGEN,100.625,101.125,100.875,Assicurazioni Generali SpA,1.713,06/30/2032,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,10.915068493150685,0.0306
441,441,EJ266001 Corp,ASSGEN,109.28,109.94,109.61,Assicurazioni Generali SpA,10.125,07/10/2042,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,20.947945205479453,0.1264
442,442,EJ471675 Corp,ASSGEN,110.55,110.74600000000001,110.648,Assicurazioni Generali SpA,7.75,12/12/2042,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,21.372602739726027,0.0977
443,443,QJ224174 Corp,ASSGEN,123.90299999999999,124.42,124.1615,Assicurazioni Generali SpA,5.5,10/27/2047,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,26.24931506849315,0.0579
444,444,LW282660 Corp,ASSGEN,111.958,111.958,111.958,Assicurazioni Generali SpA,5.0,06/08/2048,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,26.865753424657534,0.0635
445,445,AN346525 Corp,ATALIA,97.679,99.277,98.478,La Financiere Atalian SASU,4.0,05/15/2024,ATALIA,-5.04166,-6.13095,,61.6329,6.371090000000001,208.9,,108.985,,,,,2.7835616438356166,0.081
446,446,AS650478 Corp,ATALIA,99.065,102.913,100.98899999999999,La Financiere Atalian SASU,5.125,05/15/2025,ATALIA,-5.04166,-6.13095,,61.6329,6.371090000000001,208.9,,108.985,,,,,3.7835616438356166,0.0836
447,447,EJ566646 Corp,ATCOA,104.479,104.66799999999999,104.5735,Atlas Copco AB,2.5,02/28/2023,ATCOA,47.2908,46.9409,46.31399999999999,21.7402,0.9319139999999999,22713.0,,31.5247,,,,,1.5726027397260274,0.0153
448,448,QZ308258 Corp,ATCOA,103.13600000000001,103.556,103.346,Atlas Copco AB,0.625,08/30/2026,ATCOA,47.2908,46.9409,46.31399999999999,21.7402,0.9319139999999999,22713.0,,31.5247,,,,,5.076712328767123,0.0101
449,449,JK952833 Corp,ATDBCN,107.78399999999999,108.30799999999999,108.046,Alimentation Couche-Tard Inc,1.875,05/06/2026,ATDBCN,41.1427,42.8988,78.8283,33.8164,1.90546,5039.2,,44.0804,,,,,4.758904109589041,0.0131
450,450,ZO953125 Corp,ATEBBB,103.334,105.334,104.334,Atenor,3.875,10/23/2026,ATEBBB,23.3501,24.4287,254.26,62.1126,16.1154,40.795,,71.5653,,,,,5.2246575342465755,0.0564
451,451,BO495215 Corp,ATEBBB,101.304,103.304,102.304,Atenor,3.5,03/19/2027,ATEBBB,23.3501,24.4287,254.26,62.1126,16.1154,40.795,,71.5653,,,,,5.627397260273972,0.0566
452,452,ZO180584 Corp,ATH,104.39399999999999,104.73,104.562,Athene Global Funding,1.125,09/02/2025,ATH,8.1388,8.0258,12.1421,0.974498,,,,8.93471,,,,,4.0849315068493155,0.0129
453,453,BN332574 Corp,ATH,100.749,101.195,100.97200000000001,Athene Global Funding,0.625,01/12/2028,ATH,8.1388,8.0258,12.1421,0.974498,,,,8.93471,,,,,6.446575342465754,0.0161
455,455,AN553674 Corp,ATHORA,104.3,105.23,104.765,Athora Netherlands NV,2.375,05/17/2024,ATHORA,5.45527,5.193309999999999,162.34,8.4308,,,,59.8838,,,,,2.789041095890411,0.0226
456,456,BP000089 Corp,ATHORA,101.125,101.625,101.375,Athora Netherlands NV,2.25,07/15/2031,ATHORA,5.45527,5.193309999999999,162.34,8.4308,,,,59.8838,,,,,9.953424657534246,0.0387
457,457,EK052136 Corp,ATIM,108.286,109.064,108.675,ASTM SpA,3.375,02/13/2024,ATIM,34.4173,34.5822,110.584,38.2423,5.44705,520.5269999999999,,49.1507,,,,,2.5315068493150683,0.0178
458,458,AQ887974 Corp,ATIM,103.93799999999999,104.637,104.2875,ASTM SpA,1.625,02/08/2028,ATIM,34.4173,34.5822,110.584,38.2423,5.44705,520.5269999999999,,49.1507,,,,,6.52054794520548,0.0239
459,459,AM278934 Corp,ATLIM,102.321,103.22399999999999,102.7725,Atlantia SpA,1.625,02/03/2025,ATLIM,8.08548,7.151110000000001,846.155,60.5095,16.993,3122.0,,78.5958,,,,,3.506849315068493,0.0247
460,460,AO149596 Corp,ATLIM,103.721,104.307,104.014,Atlantia SpA,1.875,07/13/2027,ATLIM,8.08548,7.151110000000001,846.155,60.5095,16.993,3122.0,,78.5958,,,,,5.945205479452055,0.0272
461,461,BN990995 Corp,ATLIM,103.0,103.5,103.25,Atlantia SpA,1.875,02/12/2028,ATLIM,8.08548,7.151110000000001,846.155,60.5095,16.993,3122.0,,78.5958,,,,,6.531506849315068,0.0302
462,462,AS262653 Corp,ATLNSA,100.25,100.524,100.387,Grupo Antolin-Irausa SA,3.375,04/30/2026,ATLNSA,19.7174,17.1105,206.614,35.3527,4.8723,272.1,,67.3857,,,,,4.742465753424658,0.0607
463,463,BQ059446 Corp,ATLNSA,98.63,99.03200000000001,98.831,Grupo Antolin-Irausa SA,3.5,04/30/2028,ATLNSA,19.7174,17.1105,206.614,35.3527,4.8723,272.1,,67.3857,,,,,6.745205479452054,0.0658
464,464,QZ744143 Corp,ATOFP,102.67,102.965,102.8175,Atos SE,1.444,10/06/2023,ATOFP,37.8943,37.8496,74.1291,28.0576,3.4203099999999997,1487.0,,42.5358,,,,,2.175342465753425,0.0192
465,465,ZQ372697 Corp,ATOFP,124.3,125.1,124.7,Atos SE,0.0,11/06/2024,ATOFP,37.8943,37.8496,74.1291,28.0576,3.4203099999999997,1487.0,,42.5358,,,,,3.263013698630137,0.0
466,466,AV231751 Corp,ATOFP,105.51,106.54899999999999,106.0295,Atos SE,1.75,05/07/2025,ATOFP,37.8943,37.8496,74.1291,28.0576,3.4203099999999997,1487.0,,42.5358,,,,,3.7616438356164386,0.0135
467,467,AV387914 Corp,ATOFP,114.501,115.63,115.0655,Atos SE,2.5,11/07/2028,ATOFP,37.8943,37.8496,74.1291,28.0576,3.4203099999999997,1487.0,,42.5358,,,,,7.2684931506849315,0.0161
468,468,EK969823 Corp,ATOSTR,101.404,102.51,101.95700000000001,Autostrade per l'Italia SpA,1.625,06/12/2023,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.4780000000001,,85.4811,,,,,1.8575342465753424,0.0219
469,469,ED489316 Corp,ATOSTR,115.25,116.1,115.675,Autostrade per l'Italia SpA,5.875,06/09/2024,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.4780000000001,,85.4811,,,,,2.852054794520548,0.019
470,470,EI402250 Corp,ATOSTR,115.196,115.85,115.523,Autostrade per l'Italia SpA,4.375,09/16/2025,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.4780000000001,,85.4811,,,,,4.123287671232877,0.027
471,471,QJ496313 Corp,ATOSTR,104.346,104.546,104.446,Autostrade per l'Italia SpA,1.875,11/04/2025,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.4780000000001,,85.4811,,,,,4.257534246575342,0.0248
472,472,QJ894639 Corp,ATOSTR,103.934,104.53200000000001,104.23299999999999,Autostrade per l'Italia SpA,1.75,06/26/2026,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.4780000000001,,85.4811,,,,,4.898630136986301,0.0232
473,473,AL433591 Corp,ATOSTR,103.415,104.056,103.7355,Autostrade per l'Italia SpA,1.75,02/01/2027,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.4780000000001,,85.4811,,,,,5.501369863013698,0.0264
474,474,BM853435 Corp,ATOSTR,104.73200000000001,105.333,105.0325,Autostrade per l'Italia SpA,2.0,12/04/2028,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.4780000000001,,85.4811,,,,,7.342465753424658,0.0286
475,475,AP097253 Corp,ATOSTR,104.334,104.73700000000001,104.5355,Autostrade per l'Italia SpA,1.875,09/26/2029,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.4780000000001,,85.4811,,,,,8.153424657534247,0.028
476,476,BN484017 Corp,ATOSTR,104.125,105.125,104.625,Autostrade per l'Italia SpA,2.0,01/15/2030,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.4780000000001,,85.4811,,,,,8.457534246575342,0.0295
477,477,EK476048 Corp,ATRADI,111.49,112.24,111.865,Atradius Finance BV,5.25,09/23/2044,ATRADI,37.5398,35.5614,16.9434,6.02532,,,,14.4885,,,,,23.156164383561645,0.066
479,479,EK528135 Corp,ATRSAV,100.765,101.249,101.007,Atrium European Real Estate Ltd,3.625,10/17/2022,ATRSAV,53.98,52.716,75.9959,40.062,,-98.236,,43.1805,,,,,1.2054794520547945,0.0614
480,480,AU292804 Corp,ATRSAV,108.662,109.116,108.889,Atrium European Real Estate Ltd,3.0,09/11/2025,ATRSAV,53.98,52.716,75.9959,40.062,,-98.236,,43.1805,,,,,4.109589041095891,0.0276
481,481,BN823046 Corp,ATRSAV,108.712,109.18700000000001,108.9495,Atrium Finance Issuer BV,2.625,09/05/2027,ATRSAV,,7.49603,1228.49,92.088,,,,92.4726,0.541404,,,,6.093150684931507,0.0283
482,482,BK652187 Corp,ATRYSH,106.0,107.0,106.5,Atrys Health Internacional SA,5.5,07/29/2025,ATRYSH,43.6974,42.8543,17.56,7.52522,2.30306,5.74346,,14.9371,,,,,3.989041095890411,0.0659
484,484,AZ746053 Corp,ATTEN,97.5,98.5,98.0,Attica Holdings SA,3.4,07/26/2024,ATTEN,43.9185,41.7845,113.794,47.5482,10.6391,40.468,,53.226000000000006,,,,,2.9808219178082194,0.0748
485,485,BK415346 Corp,AUTODI,105.07700000000001,105.79700000000001,105.43700000000001,Parts Europe SA,6.5,07/16/2025,AUTODI,,,,,,,,,,,,,3.9534246575342467,0.0837
486,486,BQ397491 Corp,AUTODI,100.681,101.24799999999999,100.9645,Parts Europe SA,3.4539999999999997,07/20/2027,AUTODI,,,,,,,,,,,,,5.964383561643835,0.0596
487,487,ZO639616 Corp,AVINOR,103.87100000000001,104.24,104.0555,Avinor AS,0.75,10/01/2030,AVINOR,30.3436,26.5599,209.28900000000002,55.5871,12.0114,1850.3,,67.6678,,,,,9.167123287671233,0.0114
488,488,EJ730288 Corp,AVLN,111.84200000000001,112.045,111.9435,Aviva PLC,6.125,07/05/2043,AVLN,3.8687099999999996,4.03328,52.7901,2.12918,,,,33.1969,,,,,21.934246575342467,0.0764
489,489,EK353582 Corp,AVLN,110.57,110.735,110.6525,Aviva PLC,3.875,07/03/2044,AVLN,3.8687099999999996,4.03328,52.7901,2.12918,,,,33.1969,,,,,22.931506849315067,0.0491
490,490,EK925706 Corp,AVLN,112.01700000000001,112.58,112.2985,Aviva PLC,3.375,12/04/2045,AVLN,3.8687099999999996,4.03328,52.7901,2.12918,,,,33.1969,,,,,24.353424657534248,0.0413
491,491,BM164047 Corp,AVTR,102.62299999999999,103.417,103.02,Avantor Funding Inc,2.625,11/01/2025,AVTR,15.741,16.8637,305.166,51.4622,3.8523199999999997,1154.2,,65.5924,,,,,4.249315068493151,0.0408
492,492,BK424601 Corp,AVTR,105.51299999999999,106.35700000000001,105.935,Avantor Funding Inc,3.875,07/15/2028,AVTR,15.741,16.8637,305.166,51.4622,3.8523199999999997,1154.2,,65.5924,,,,,6.953424657534247,0.0528
493,493,BP880989 Corp,AXACOR,101.059,101.404,101.2315,Acef Holding SCA,0.75,06/14/2028,AXACOR,,,,,,,,,,,,,6.868493150684931,0.0172
502,502,BO847808 Corp,AXASA,101.94200000000001,102.337,102.1395,AXA SA,1.375,10/07/2041,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,,20.19178082191781,0.0208
503,503,EJ521120 Corp,AXASA,109.51899999999999,110.12,109.8195,AXA SA,5.125,07/04/2043,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,,21.931506849315067,0.0663
504,504,JK569482 Corp,AXASA,108.23299999999999,108.913,108.573,AXA SA,3.375,07/06/2047,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,,25.93972602739726,0.0451
505,505,AR851981 Corp,AXASA,116.52600000000001,117.039,116.7825,AXA SA,3.25,05/28/2049,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,,27.835616438356166,0.0371
506,506,BK116817 Corp,AXASFH,99.01700000000001,99.154,99.0855,AXA Home Loan SFH SA,0.125,06/25/2035,AXASFH,3.36654,3.3474,1633.34,54.6745,,,0.901903,93.9533,77.4545,,115.055,,13.901369863013699,0.0056
507,507,AN198441 Corp,AXDELO,78.0,88.0,83.0,Delete Group Oyj,5.0,04/19/2024,AXDELO,,,,,,,,,,,,,2.712328767123288,0.1918
508,508,QZ543936 Corp,AXTA,101.5,102.125,101.8125,Axalta Coating Systems Dutch Holding B BV,3.75,01/15/2025,AXTA,19.9439,20.0218,278.932,55.8473,4.4792,661.5,,72.9811,,,,,3.4547945205479453,0.0607
509,509,AM941954 Corp,AZMIM,101.20700000000001,101.355,101.281,Azimut Holding SpA,2.0,03/28/2022,AZMIM,9.64645,10.2188,110.37100000000001,11.2785,1.76941,487.417,1.98395,51.8902,,,708.0039999999999,,0.6493150684931507,0.0283
510,510,ZQ928775 Corp,AZMIM,104.149,104.73100000000001,104.44,Azimut Holding SpA,1.625,12/12/2024,AZMIM,9.64645,10.2188,110.37100000000001,11.2785,1.76941,487.417,1.98395,51.8902,,,708.0039999999999,,3.361643835616438,0.0181
511,511,LW060955 Corp,AZN,102.6,103.0,102.8,AstraZeneca PLC,0.75,05/12/2024,AZN,22.4416,23.4111,130.457,30.5414,2.2514,8397.0,,56.5828,,,,,2.7753424657534245,0.0076
512,512,LW060959 Corp,AZN,107.47399999999999,107.882,107.678,AstraZeneca PLC,1.25,05/12/2028,AZN,22.4416,23.4111,130.457,30.5414,2.2514,8397.0,,56.5828,,,,,6.778082191780822,0.0101
513,513,BP794015 Corp,AZN,101.575,101.795,101.685,AstraZeneca PLC,0.375,06/03/2029,AZN,22.4416,23.4111,130.457,30.5414,2.2514,8397.0,,56.5828,,,,,7.838356164383562,0.0097
514,514,BP111245 Corp,AZRION,104.25,105.25,104.75,Azerion Holding BV,7.25,04/28/2024,AZRION,,,,,,,,,,,,,2.736986301369863,0.0919
515,515,BK597342 Corp,AZZAER,101.45,102.55,102.0,Azzurra Aeroporti SpA,2.125,05/30/2024,AZZAER,8.08548,7.151110000000001,846.155,60.5095,16.993,3122.0,,78.5958,,,,,2.824657534246575,0.0335
516,516,BK597350 Corp,AZZAER,104.757,105.69200000000001,105.2245,Azzurra Aeroporti SpA,2.625,05/30/2027,AZZAER,8.08548,7.151110000000001,846.155,60.5095,16.993,3122.0,,78.5958,,,,,5.824657534246575,0.0353
517,517,EK508613 Corp,BABLN,101.51799999999999,101.86399999999999,101.691,Babcock International Group PLC,1.75,10/06/2022,BABLN,39.4039,33.6529,123.225,41.4689,32.9683,169.4,,55.0494,,,,,1.1753424657534246,0.0276
518,518,ZR479191 Corp,BABLN,102.52799999999999,104.36,103.444,Babcock International Group PLC,1.375,09/13/2027,BABLN,39.4039,33.6529,123.225,41.4689,32.9683,169.4,,55.0494,,,,,6.115068493150685,0.0223
519,519,EK472649 Corp,BAC,100.199,100.21600000000001,100.2075,Bank of America Corp,1.375,09/10/2021,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,0.10410958904109589,0.0743
520,520,UV800880 Corp,BAC,102.14399999999999,102.447,102.2955,Bank of America Corp,1.625,09/14/2022,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,1.115068493150685,0.021
521,521,AN290118 Corp,BAC,100.43700000000001,100.51299999999999,100.475,Bank of America Corp,0.244,05/04/2023,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,1.7506849315068493,0.012
522,522,LW953738 Corp,BAC,102.096,101.677,101.8865,Bank of America Corp,0.75,07/26/2023,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,1.978082191780822,0.0083
523,523,AS279882 Corp,BAC,100.65,100.70299999999999,100.6765,Bank of America Corp,0.151,04/25/2024,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,2.728767123287671,0.0095
524,524,EK335552 Corp,BAC,107.335,107.70100000000001,107.51799999999999,Bank of America Corp,2.375,06/19/2024,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,2.8794520547945206,0.0083
525,525,AM344167 Corp,BAC,103.975,104.053,104.014,Bank of America Corp,1.379,02/07/2025,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,3.5178082191780824,0.0159
526,526,ZS409524 Corp,BAC,103.134,103.52,103.32700000000001,Bank of America Corp,0.8079999999999999,05/09/2026,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,4.767123287671233,0.0114
527,527,AN290126 Corp,BAC,108.052,108.20200000000001,108.127,Bank of America Corp,1.776,05/04/2027,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,5.7534246575342465,0.0148
