,Reference Security,Ticker_x,Bid Price,Ask Price,Mid Price,Issuer Name,Cpn,Maturity,Ticker_y,Average Equity / Average Assets,Common Eqty / Tot Assets,Debt / Common Equity,Debt/Assets,Debt/EBITDA,EBITDA,Int Exp / Avg Int Bear Liab,Tot Debt / Tot Capital,Tot Loans to Tot Assets,Tot Risk-Based Cap,Earnings Assets / Int Bear Liab,Total Expenses to Average Earning Assets,PD_1y
415,ZO951059 Corp,ASABRE,101.045,101.215,101.13,Asahi Group Holdings Ltd,0.155,10/23/2024,ASABRE,36.443000000000005,34.1517,126.09700000000001,43.0642,5.96455,258444.0,,55.7436,,,,,0.1944347769021988
416,AO950126 Corp,ASABRE,105.331,105.535,105.433,Asahi Group Holdings Ltd,1.151,09/19/2025,ASABRE,36.443000000000005,34.1517,126.09700000000001,43.0642,5.96455,258444.0,,55.7436,,,,,0.14761807024478912
417,ZO951067 Corp,ASABRE,102.167,102.649,102.40799999999999,Asahi Group Holdings Ltd,0.541,10/23/2028,ASABRE,36.443000000000005,34.1517,126.09700000000001,43.0642,5.96455,258444.0,,55.7436,,,,,0.09156718850135803
418,AM693318 Corp,ASBBNK,100.809,100.92299999999999,100.866,ASB Finance Ltd,0.5,06/10/2022,ASBBNK,6.71351,6.5420300000000005,347.843,22.756,,,2.24106,75.2302,86.3143,7929.0,112.445,,0.5491760075092316
419,BP466991 Corp,ASBBNK,101.729,101.96600000000001,101.8475,ASB Finance Ltd/London,0.25,05/21/2031,ASBBNK,6.71351,6.5420300000000005,347.843,22.756,,,2.24106,75.2302,86.3143,7929.0,112.445,,0.0681304857134819
420,ZP334356 Corp,ASH,101.633,102.212,101.9225,Ashland Services BV,2.0,01/30/2028,ASH,46.7653,44.1472,65.8762,29.0824,3.9245699999999997,-110.0,,39.7141,,,,,0.10204213112592697
421,AS649738 Corp,ASIA,101.311,101.385,101.348,Asian Development Bank,0.2,05/25/2023,ASIA,21.1818,19.3703,246.695,47.7856,,,1.14959,71.1562,48.0358,,103.29700000000001,,0.31553249061107635
422,ZQ101011 Corp,ASIA,101.40299999999999,101.57,101.4865,Asian Development Bank,0.0,10/24/2029,ASIA,21.1818,19.3703,246.695,47.7856,,,1.14959,71.1562,48.0358,,103.29700000000001,,0.08167542517185211
423,BP966051 Corp,ASIA,101.522,101.62200000000001,101.572,Asian Development Bank,0.1,06/17/2031,ASIA,21.1818,19.3703,246.695,47.7856,,,1.14959,71.1562,48.0358,,103.29700000000001,,0.06786470115184784
424,AL417086 Corp,ASML,109.874,110.14200000000001,110.008,ASML Holding NV,1.625,05/28/2027,ASML,53.0244,50.8497,34.0755,17.3273,0.7703300000000001,5162.2,,25.4151,,,,,0.10137247294187546
425,BJ161958 Corp,ASML,104.647,105.04700000000001,104.847,ASML Holding NV,0.625,05/07/2029,ASML,53.0244,50.8497,34.0755,17.3273,0.7703300000000001,5162.2,,25.4151,,,,,0.08262069523334503
426,BG117108 Corp,ASML,101.34200000000001,99.44200000000001,100.39200000000001,ASML Holding NV,0.25,02/25/2030,ASML,53.0244,50.8497,34.0755,17.3273,0.7703300000000001,5162.2,,25.4151,,,,,0.07962602376937866
427,AZ843758 Corp,ASRMED,97.167,99.01799999999999,98.0925,ASR Media and Sponsorship SpA,5.125,08/01/2024,ASRMED,,19.0742,11.59,2.2107099999999997,,-17.4638,,10.3863,,,,,0.21521615982055664
430,UV868394 Corp,ASRNED,121.277,121.95200000000001,121.6145,ASR Nederland NV,5.125,09/29/2045,ASRNED,7.07963,6.881310000000001,170.296,11.7186,,,,58.8837,,,,,0.01761768013238907
431,ZS335232 Corp,ASRNED,112.397,112.96600000000001,112.6815,ASR Nederland NV,3.375,05/02/2049,ASRNED,7.07963,6.881310000000001,170.296,11.7186,,,,58.8837,,,,,0.017751537263393402
432,BN822774 Corp,ASSEMB,101.125,102.125,101.625,Assemblin Financing AB,5.0,05/15/2025,ASSEMB,,-12.8645,,53.4764,6.506819999999999,513.0,,131.67700000000002,,,,,0.16785816848278046
433,ZQ766864 Corp,ASSEMB,101.125,102.125,101.625,Assemblin Financing AB,5.0,05/15/2025,ASSEMB,,-12.8645,,53.4764,6.506819999999999,513.0,,131.67700000000002,,,,,0.16785816848278046
435,EH969948 Corp,ASSGEN,117.693,118.59899999999999,118.146,Assicurazioni Generali SpA,5.125,09/16/2024,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,0.15902946889400482
436,EK235837 Corp,ASSGEN,117.25399999999999,110.95200000000001,114.103,Assicurazioni Generali SpA,4.125,05/04/2026,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,0.11540766805410385
437,AW823089 Corp,ASSGEN,118.94,119.98,119.46,Assicurazioni Generali SpA,3.875,01/29/2029,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,0.06934962421655655
438,ZR744499 Corp,ASSGEN,106.40899999999999,107.439,106.92399999999999,Assicurazioni Generali SpA,2.124,10/01/2030,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,0.06800751388072968
439,BK400989 Corp,ASSGEN,108.625,109.625,109.125,Assicurazioni Generali SpA,2.4290000000000003,07/14/2031,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,0.06057184934616089
440,BQ244769 Corp,ASSGEN,100.625,101.125,100.875,Assicurazioni Generali SpA,1.713,06/30/2032,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,0.061675868928432465
441,EJ266001 Corp,ASSGEN,109.28,109.94,109.61,Assicurazioni Generali SpA,10.125,07/10/2042,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,0.025635525584220886
442,EJ471675 Corp,ASSGEN,110.55,110.74600000000001,110.648,Assicurazioni Generali SpA,7.75,12/12/2042,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,0.024630717933177948
443,QJ224174 Corp,ASSGEN,123.90299999999999,124.42,124.1615,Assicurazioni Generali SpA,5.5,10/27/2047,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,0.015290386974811554
444,LW282660 Corp,ASSGEN,111.958,111.958,111.958,Assicurazioni Generali SpA,5.0,06/08/2048,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,,0.018621310591697693
445,AN346525 Corp,ATALIA,97.679,99.277,98.478,La Financiere Atalian SASU,4.0,05/15/2024,ATALIA,-5.04166,-6.13095,,61.6329,6.371090000000001,208.9,,108.985,,,,,0.22824057191610336
446,AS650478 Corp,ATALIA,99.065,102.913,100.98899999999999,La Financiere Atalian SASU,5.125,05/15/2025,ATALIA,-5.04166,-6.13095,,61.6329,6.371090000000001,208.9,,108.985,,,,,0.1692419871687889
447,EJ566646 Corp,ATCOA,104.479,104.66799999999999,104.5735,Atlas Copco AB,2.5,02/28/2023,ATCOA,47.2908,46.9409,46.31399999999999,21.7402,0.9319139999999999,22713.0,,31.5247,,,,,0.33948107063770294
448,QZ308258 Corp,ATCOA,103.13600000000001,103.556,103.346,Atlas Copco AB,0.625,08/30/2026,ATCOA,47.2908,46.9409,46.31399999999999,21.7402,0.9319139999999999,22713.0,,31.5247,,,,,0.12594406306743622
449,JK952833 Corp,ATDBCN,107.78399999999999,108.30799999999999,108.046,Alimentation Couche-Tard Inc,1.875,05/06/2026,ATDBCN,41.1427,42.8988,78.8283,33.8164,1.90546,5039.2,,44.0804,,,,,0.12541086971759796
450,ZO953125 Corp,ATEBBB,103.334,105.334,104.334,Atenor,3.875,10/23/2026,ATEBBB,23.3501,24.4287,254.26,62.1126,16.1154,40.795,,71.5653,,,,,0.12104957550764084
451,BO495215 Corp,ATEBBB,101.304,103.304,102.304,Atenor,3.5,03/19/2027,ATEBBB,23.3501,24.4287,254.26,62.1126,16.1154,40.795,,71.5653,,,,,0.11612759530544281
452,ZO180584 Corp,ATH,104.39399999999999,104.73,104.562,Athene Global Funding,1.125,09/02/2025,ATH,8.1388,8.0258,12.1421,0.974498,,,,8.93471,,,,,0.15086061507463455
453,BN332574 Corp,ATH,100.749,101.195,100.97200000000001,Athene Global Funding,0.625,01/12/2028,ATH,8.1388,8.0258,12.1421,0.974498,,,,8.93471,,,,,0.10409166663885117
455,AN553674 Corp,ATHORA,104.3,105.23,104.765,Athora Netherlands NV,2.375,05/17/2024,ATHORA,5.45527,5.193309999999999,162.34,8.4308,,,,59.8838,,,,,0.21052658557891846
456,BP000089 Corp,ATHORA,101.125,101.625,101.375,Athora Netherlands NV,2.25,07/15/2031,ATHORA,5.45527,5.193309999999999,162.34,8.4308,,,,59.8838,,,,,0.0675116553902626
457,EK052136 Corp,ATIM,108.286,109.064,108.675,ASTM SpA,3.375,02/13/2024,ATIM,34.4173,34.5822,110.584,38.2423,5.44705,520.5269999999999,,49.1507,,,,,0.21755052357912064
458,AQ887974 Corp,ATIM,103.93799999999999,104.637,104.2875,ASTM SpA,1.625,02/08/2028,ATIM,34.4173,34.5822,110.584,38.2423,5.44705,520.5269999999999,,49.1507,,,,,0.09849124401807785
459,AM278934 Corp,ATLIM,102.321,103.22399999999999,102.7725,Atlantia SpA,1.625,02/03/2025,ATLIM,8.08548,7.151110000000001,846.155,60.5095,16.993,3122.0,,78.5958,,,,,0.1768762469291687
460,AO149596 Corp,ATLIM,103.721,104.307,104.014,Atlantia SpA,1.875,07/13/2027,ATLIM,8.08548,7.151110000000001,846.155,60.5095,16.993,3122.0,,78.5958,,,,,0.10786297172307968
461,BN990995 Corp,ATLIM,103.0,103.5,103.25,Atlantia SpA,1.875,02/12/2028,ATLIM,8.08548,7.151110000000001,846.155,60.5095,16.993,3122.0,,78.5958,,,,,0.09972240030765533
462,AS262653 Corp,ATLNSA,100.25,100.524,100.387,Grupo Antolin-Irausa SA,3.375,04/30/2026,ATLNSA,19.7174,17.1105,206.614,35.3527,4.8723,272.1,,67.3857,,,,,0.13931697607040405
463,BQ059446 Corp,ATLNSA,98.63,99.03200000000001,98.831,Grupo Antolin-Irausa SA,3.5,04/30/2028,ATLNSA,19.7174,17.1105,206.614,35.3527,4.8723,272.1,,67.3857,,,,,0.10260141640901566
464,QZ744143 Corp,ATOFP,102.67,102.965,102.8175,Atos SE,1.444,10/06/2023,ATOFP,37.8943,37.8496,74.1291,28.0576,3.4203099999999997,1487.0,,42.5358,,,,,0.26643867045640945
465,ZQ372697 Corp,ATOFP,124.3,125.1,124.7,Atos SE,0.0,11/06/2024,ATOFP,37.8943,37.8496,74.1291,28.0576,3.4203099999999997,1487.0,,42.5358,,,,,0.13882198184728622
466,AV231751 Corp,ATOFP,105.51,106.54899999999999,106.0295,Atos SE,1.75,05/07/2025,ATOFP,37.8943,37.8496,74.1291,28.0576,3.4203099999999997,1487.0,,42.5358,,,,,0.15926942229270935
467,AV387914 Corp,ATOFP,114.501,115.63,115.0655,Atos SE,2.5,11/07/2028,ATOFP,37.8943,37.8496,74.1291,28.0576,3.4203099999999997,1487.0,,42.5358,,,,,0.07628627866506577
468,EK969823 Corp,ATOSTR,101.404,102.51,101.95700000000001,Autostrade per l'Italia SpA,1.625,06/12/2023,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.4780000000001,,85.4811,,,,,0.30653373152017593
469,ED489316 Corp,ATOSTR,115.25,116.1,115.675,Autostrade per l'Italia SpA,5.875,06/09/2024,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.4780000000001,,85.4811,,,,,0.17844665795564651
470,EI402250 Corp,ATOSTR,115.196,115.85,115.523,Autostrade per l'Italia SpA,4.375,09/16/2025,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.4780000000001,,85.4811,,,,,0.12872231751680374
471,QJ496313 Corp,ATOSTR,104.346,104.546,104.446,Autostrade per l'Italia SpA,1.875,11/04/2025,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.4780000000001,,85.4811,,,,,0.14557888358831406
472,QJ894639 Corp,ATOSTR,103.934,104.53200000000001,104.23299999999999,Autostrade per l'Italia SpA,1.75,06/26/2026,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.4780000000001,,85.4811,,,,,0.12859326601028442
473,AL433591 Corp,ATOSTR,103.415,104.056,103.7355,Autostrade per l'Italia SpA,1.75,02/01/2027,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.4780000000001,,85.4811,,,,,0.11634358018636703
474,BM853435 Corp,ATOSTR,104.73200000000001,105.333,105.0325,Autostrade per l'Italia SpA,2.0,12/04/2028,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.4780000000001,,85.4811,,,,,0.08701522648334503
475,AP097253 Corp,ATOSTR,104.334,104.73700000000001,104.5355,Autostrade per l'Italia SpA,1.875,09/26/2029,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.4780000000001,,85.4811,,,,,0.07908134162425995
476,BN484017 Corp,ATOSTR,104.125,105.125,104.625,Autostrade per l'Italia SpA,2.0,01/15/2030,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.4780000000001,,85.4811,,,,,0.07615062594413757
477,EK476048 Corp,ATRADI,111.49,112.24,111.865,Atradius Finance BV,5.25,09/23/2044,ATRADI,37.5398,35.5614,16.9434,6.02532,,,,14.4885,,,,,0.02201198786497116
479,EK528135 Corp,ATRSAV,100.765,101.249,101.007,Atrium European Real Estate Ltd,3.625,10/17/2022,ATRSAV,53.98,52.716,75.9959,40.062,,-98.236,,43.1805,,,,,0.4324618875980377
480,AU292804 Corp,ATRSAV,108.662,109.116,108.889,Atrium European Real Estate Ltd,3.0,09/11/2025,ATRSAV,53.98,52.716,75.9959,40.062,,-98.236,,43.1805,,,,,0.1415918469429016
481,BN823046 Corp,ATRSAV,108.712,109.18700000000001,108.9495,Atrium Finance Issuer BV,2.625,09/05/2027,ATRSAV,,7.49603,1228.49,92.088,,,,92.4726,0.541404,,,,0.09853054583072662
482,BK652187 Corp,ATRYSH,106.0,107.0,106.5,Atrys Health Internacional SA,5.5,07/29/2025,ATRYSH,43.6974,42.8543,17.56,7.52522,2.30306,5.74346,,14.9371,,,,,0.1501891389489174
484,AZ746053 Corp,ATTEN,97.5,98.5,98.0,Attica Holdings SA,3.4,07/26/2024,ATTEN,43.9185,41.7845,113.794,47.5482,10.6391,40.468,,53.226000000000006,,,,,0.2164875492453575
485,BK415346 Corp,AUTODI,105.07700000000001,105.79700000000001,105.43700000000001,Parts Europe SA,6.5,07/16/2025,AUTODI,,,,,,,,,,,,,0.15355730801820755
486,BQ397491 Corp,AUTODI,100.681,101.24799999999999,100.9645,Parts Europe SA,3.4539999999999997,07/20/2027,AUTODI,,,,,,,,,,,,,0.11200908571481705
487,ZO639616 Corp,AVINOR,103.87100000000001,104.24,104.0555,Avinor AS,0.75,10/01/2030,AVINOR,30.3436,26.5599,209.28900000000002,55.5871,12.0114,1850.3,,67.6678,,,,,0.0707823634147644
488,EJ730288 Corp,AVLN,111.84200000000001,112.045,111.9435,Aviva PLC,6.125,07/05/2043,AVLN,3.8687099999999996,4.03328,52.7901,2.12918,,,,33.1969,,,,,0.02339908480644226
489,EK353582 Corp,AVLN,110.57,110.735,110.6525,Aviva PLC,3.875,07/03/2044,AVLN,3.8687099999999996,4.03328,52.7901,2.12918,,,,33.1969,,,,,0.022717207670211792
490,EK925706 Corp,AVLN,112.01700000000001,112.58,112.2985,Aviva PLC,3.375,12/04/2045,AVLN,3.8687099999999996,4.03328,52.7901,2.12918,,,,33.1969,,,,,0.02061593532562256
491,BM164047 Corp,AVTR,102.62299999999999,103.417,103.02,Avantor Funding Inc,2.625,11/01/2025,AVTR,15.741,16.8637,305.166,51.4622,3.8523199999999997,1154.2,,65.5924,,,,,0.14860164374113083
492,BK424601 Corp,AVTR,105.51299999999999,106.35700000000001,105.935,Avantor Funding Inc,3.875,07/15/2028,AVTR,15.741,16.8637,305.166,51.4622,3.8523199999999997,1154.2,,65.5924,,,,,0.09059934318065643
493,BP880989 Corp,AXACOR,101.059,101.404,101.2315,Acef Holding SCA,0.75,06/14/2028,AXACOR,,,,,,,,,,,,,0.09768985211849213
502,BO847808 Corp,AXASA,101.94200000000001,102.337,102.1395,AXA SA,1.375,10/07/2041,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,,0.030080653727054596
503,EJ521120 Corp,AXASA,109.51899999999999,110.12,109.8195,AXA SA,5.125,07/04/2043,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,,0.024241209030151367
504,JK569482 Corp,AXASA,108.23299999999999,108.913,108.573,AXA SA,3.375,07/06/2047,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,,0.020472809672355652
505,AR851981 Corp,AXASA,116.52600000000001,117.039,116.7825,AXA SA,3.25,05/28/2049,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,,0.016465596854686737
506,BK116817 Corp,AXASFH,99.01700000000001,99.154,99.0855,AXA Home Loan SFH SA,0.125,06/25/2035,AXASFH,3.36654,3.3474,1633.34,54.6745,,,0.901903,93.9533,77.4545,,115.055,,0.048416174948215485
507,AN198441 Corp,AXDELO,78.0,88.0,83.0,Delete Group Oyj,5.0,04/19/2024,AXDELO,,,,,,,,,,,,,0.2802176997065544
508,QZ543936 Corp,AXTA,101.5,102.125,101.8125,Axalta Coating Systems Dutch Holding B BV,3.75,01/15/2025,AXTA,19.9439,20.0218,278.932,55.8473,4.4792,661.5,,72.9811,,,,,0.18145334720611572
509,AM941954 Corp,AZMIM,101.20700000000001,101.355,101.281,Azimut Holding SpA,2.0,03/28/2022,AZMIM,9.64645,10.2188,110.37100000000001,11.2785,1.76941,487.417,1.98395,51.8902,,,708.0039999999999,,0.6437984108924866
510,ZQ928775 Corp,AZMIM,104.149,104.73100000000001,104.44,Azimut Holding SpA,1.625,12/12/2024,AZMIM,9.64645,10.2188,110.37100000000001,11.2785,1.76941,487.417,1.98395,51.8902,,,708.0039999999999,,0.17965452373027802
511,LW060955 Corp,AZN,102.6,103.0,102.8,AstraZeneca PLC,0.75,05/12/2024,AZN,22.4416,23.4111,130.457,30.5414,2.2514,8397.0,,56.5828,,,,,0.21678636968135834
512,LW060959 Corp,AZN,107.47399999999999,107.882,107.678,AstraZeneca PLC,1.25,05/12/2028,AZN,22.4416,23.4111,130.457,30.5414,2.2514,8397.0,,56.5828,,,,,0.09062817692756653
513,BP794015 Corp,AZN,101.575,101.795,101.685,AstraZeneca PLC,0.375,06/03/2029,AZN,22.4416,23.4111,130.457,30.5414,2.2514,8397.0,,56.5828,,,,,0.08546312153339386
514,BP111245 Corp,AZRION,104.25,105.25,104.75,Azerion Holding BV,7.25,04/28/2024,AZRION,,,,,,,,,,,,,0.21401827782392502
515,BK597342 Corp,AZZAER,101.45,102.55,102.0,Azzurra Aeroporti SpA,2.125,05/30/2024,AZZAER,8.08548,7.151110000000001,846.155,60.5095,16.993,3122.0,,78.5958,,,,,0.21569397300481796
516,BK597350 Corp,AZZAER,104.757,105.69200000000001,105.2245,Azzurra Aeroporti SpA,2.625,05/30/2027,AZZAER,8.08548,7.151110000000001,846.155,60.5095,16.993,3122.0,,78.5958,,,,,0.10815517604351044
517,EK508613 Corp,BABLN,101.51799999999999,101.86399999999999,101.691,Babcock International Group PLC,1.75,10/06/2022,BABLN,39.4039,33.6529,123.225,41.4689,32.9683,169.4,,55.0494,,,,,0.43726896494627
518,ZR479191 Corp,BABLN,102.52799999999999,104.36,103.444,Babcock International Group PLC,1.375,09/13/2027,BABLN,39.4039,33.6529,123.225,41.4689,32.9683,169.4,,55.0494,,,,,0.10585536062717438
519,EK472649 Corp,BAC,100.199,100.21600000000001,100.2075,Bank of America Corp,1.375,09/10/2021,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,0.997183308005333
520,UV800880 Corp,BAC,102.14399999999999,102.447,102.2955,Bank of America Corp,1.625,09/14/2022,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,0.45121247321367264
521,AN290118 Corp,BAC,100.43700000000001,100.51299999999999,100.475,Bank of America Corp,0.244,05/04/2023,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,0.3271385207772255
522,LW953738 Corp,BAC,102.096,101.677,101.8865,Bank of America Corp,0.75,07/26/2023,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,0.2914711758494377
523,AS279882 Corp,BAC,100.65,100.70299999999999,100.6765,Bank of America Corp,0.151,04/25/2024,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,0.22590835392475128
524,EK335552 Corp,BAC,107.335,107.70100000000001,107.51799999999999,Bank of America Corp,2.375,06/19/2024,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,0.19759392738342285
525,AM344167 Corp,BAC,103.975,104.053,104.014,Bank of America Corp,1.379,02/07/2025,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,0.1735675409436226
526,ZS409524 Corp,BAC,103.134,103.52,103.32700000000001,Bank of America Corp,0.8079999999999999,05/09/2026,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,0.13340802490711212
527,AN290126 Corp,BAC,108.052,108.20200000000001,108.127,Bank of America Corp,1.776,05/04/2027,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,0.10515276342630386
528,AS279877 Corp,BAC,108.432,108.714,108.573,Bank of America Corp,1.662,04/25/2028,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,0.09010019898414612
529,BP546636 Corp,BAC,101.83200000000001,102.015,101.9235,Bank of America Corp,0.583,08/24/2028,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,0.09424199908971786
530,BH291847 Corp,BAC,121.743,122.18700000000001,121.965,Bank of America Corp,3.648,03/31/2029,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,0.06531814485788345
531,AZ907094 Corp,BAC,101.631,101.84100000000001,101.736,Bank of America Corp,0.58,08/08/2029,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,0.08352716267108917
532,ZS409525 Corp,BAC,107.48100000000001,107.8,107.6405,Bank of America Corp,1.381,05/09/2030,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,0.070417121052742
533,BO582677 Corp,BAC,101.119,101.685,101.402,Bank of America Corp,0.6940000000000001,03/22/2031,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,0.06974567472934723
534,BM014987 Corp,BAC,100.527,100.97200000000001,100.7495,Bank of America Corp,0.654,10/26/2031,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,0.06612631678581238
535,BP546638 Corp,BAC,104.264,104.556,104.41,Bank of America Corp,1.102,05/24/2032,BAC,9.32338,8.81017,215.113,18.9519,,,0.28528600000000004,66.1928,33.235,237936.0,148.99,,0.05928745120763779
536,EJ718975 Corp,BACARD,104.241,106.09899999999999,105.17,Bacardi Ltd,2.75,07/03/2023,BACARD,,,,,,,,,,,,,0.2876209542155266
538,EI621344 Corp,BACR,104.40899999999999,104.55,104.4795,Barclays Bank PLC,6.625,03/30/2022,BACR,5.38695,5.0677,219.74200000000002,11.1358,,,2.20871,68.7223,13.148,37493.0,369.126,,0.6236604377627373
539,EK516111 Corp,BACR,101.244,101.303,101.2735,Barclays PLC,1.5,04/01/2022,BACR,4.34515,4.04775,440.42699999999996,17.8274,,,,78.2473,26.0069,67660.0,,,0.6378426402807236
540,AU234321 Corp,BACR,103.7,103.86,103.78,Barclays PLC,1.5,09/03/2023,BACR,4.34515,4.04775,440.42699999999996,17.8274,,,,78.2473,26.0069,67660.0,,,0.27275875210762024
541,AL517744 Corp,BACR,104.992,105.105,105.0485,Barclays PLC,1.875,12/08/2023,BACR,4.34515,4.04775,440.42699999999996,17.8274,,,,78.2473,26.0069,67660.0,,,0.24304277449846268
542,ZS223073 Corp,BACR,99.572,99.572,99.572,Barclays Bank PLC,0.5,06/14/2024,BACR,5.38695,5.0677,219.74200000000002,11.1358,,,2.20871,68.7223,13.148,37493.0,369.126,,0.2196161448955536
543,EK168040 Corp,BACR,106.001,106.588,106.2945,Barclays Bank PLC,2.8,06/20/2024,BACR,5.38695,5.0677,219.74200000000002,11.1358,,,2.20871,68.7223,13.148,37493.0,369.126,,0.20061206817626953
544,BH392715 Corp,BACR,108.98299999999999,109.21,109.0965,Barclays PLC,3.375,04/02/2025,BACR,4.34515,4.04775,440.42699999999996,17.8274,,,,78.2473,26.0069,67660.0,,,0.1564185470342636
545,ZQ856579 Corp,BACR,102.104,102.336,102.22,Barclays PLC,0.75,06/09/2025,BACR,4.34515,4.04775,440.42699999999996,17.8274,,,,78.2473,26.0069,67660.0,,,0.16393489390611649
546,AQ825885 Corp,BACR,104.39299999999999,104.902,104.6475,Barclays PLC,1.375,01/24/2026,BACR,4.34515,4.04775,440.42699999999996,17.8274,,,,78.2473,26.0069,67660.0,,,0.13868790864944458
547,BP407416 Corp,BACR,102.074,102.191,102.1325,Barclays PLC,0.467,05/12/2026,BACR,4.34515,4.04775,440.42699999999996,17.8274,,,,78.2473,26.0069,67660.0,,,0.13531790673732758
548,AO968337 Corp,BACR,102.455,102.646,102.5505,Barclays PLC,2.0,02/07/2028,BACR,4.34515,4.04775,440.42699999999996,17.8274,,,,78.2473,26.0069,67660.0,,,0.10086509585380554
549,BO582813 Corp,BACR,101.001,101.38799999999999,101.1945,Barclays PLC,1.125,03/22/2031,BACR,4.34515,4.04775,440.42699999999996,17.8274,,,,78.2473,26.0069,67660.0,,,0.06994432210922241
550,BP406099 Corp,BACR,102.598,102.802,102.7,Barclays PLC,1.1059999999999999,05/12/2032,BACR,4.34515,4.04775,440.42699999999996,17.8274,,,,78.2473,26.0069,67660.0,,,0.06092365086078644
551,EC327424 Corp,BACR,70.0,73.0,71.5,Barclays Bank PLC,0.0,12/28/2040,BACR,5.38695,5.0677,219.74200000000002,11.1358,,,2.20871,68.7223,13.148,37493.0,369.126,,0.04881270229816437
552,AN574844 Corp,BACRED,100.45299999999999,100.493,100.473,Mediobanca Banca di Credito Finanziario SpA,0.251,05/18/2022,BACRED,12.3782,12.2212,379.88199999999995,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,,0.5783693343400955
553,AP236075 Corp,BACRED,101.074,101.18299999999999,101.1285,Mediobanca Banca di Credito Finanziario SpA,0.625,09/27/2022,BACRED,12.3782,12.2212,379.88199999999995,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,,0.4466520771384239
554,AM159821 Corp,BACRED,101.44,101.62,101.53,Mediobanca Banca di Credito Finanziario SpA,1.0,01/12/2023,BACRED,12.3782,12.2212,379.88199999999995,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,,0.3757355958223343
555,JK270024 Corp,BACRED,99.98,100.06,100.02,Mediobanca Banca di Credito Finanziario SpA,0.0,02/28/2023,BACRED,12.3782,12.2212,379.88199999999995,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,,0.3578188493847847
