,Reference Security,Ticker_x,Bid Price,Ask Price,Mid Price,Issuer Name,Cpn,Maturity,Ticker_y,Average Equity / Average Assets,Common Eqty / Tot Assets,Debt / Common Equity,Debt/Assets,Debt/EBITDA,EBITDA,Int Exp / Avg Int Bear Liab,Tot Debt / Tot Capital,Tot Loans to Tot Assets,Tot Risk-Based Cap,Earnings Assets / Int Bear Liab,Total Expenses to Average Earning Assets
432,BN822774 Corp,ASSEMB,101.125,102.125,101.625,Assemblin Financing AB,5.0,05/15/2025,ASSEMB,,-12.8645,,53.4764,6.50682,513.0,,131.677,,,,
433,ZQ766864 Corp,ASSEMB,101.125,102.125,101.625,Assemblin Financing AB,5.0,05/15/2025,ASSEMB,,-12.8645,,53.4764,6.50682,513.0,,131.677,,,,
434,EK588238 Corp,ASSGEN,112.672,113.659,113.16550000000001,Assicurazioni Generali SpA,4.596,,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,
435,EH969948 Corp,ASSGEN,117.693,118.599,118.146,Assicurazioni Generali SpA,5.125,09/16/2024,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,
436,EK235837 Corp,ASSGEN,117.254,110.952,114.10300000000001,Assicurazioni Generali SpA,4.125,05/04/2026,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,
437,AW823089 Corp,ASSGEN,118.94,119.98,119.46000000000001,Assicurazioni Generali SpA,3.875,01/29/2029,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,
438,ZR744499 Corp,ASSGEN,106.409,107.439,106.924,Assicurazioni Generali SpA,2.124,10/01/2030,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,
439,BK400989 Corp,ASSGEN,108.625,109.625,109.125,Assicurazioni Generali SpA,2.429,07/14/2031,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,
440,BQ244769 Corp,ASSGEN,100.625,101.125,100.875,Assicurazioni Generali SpA,1.713,06/30/2032,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,
441,EJ266001 Corp,ASSGEN,109.28,109.94,109.61,Assicurazioni Generali SpA,10.125,07/10/2042,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,
442,EJ471675 Corp,ASSGEN,110.55,110.746,110.648,Assicurazioni Generali SpA,7.75,12/12/2042,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,
443,QJ224174 Corp,ASSGEN,123.903,124.42,124.1615,Assicurazioni Generali SpA,5.5,10/27/2047,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,
444,LW282660 Corp,ASSGEN,111.958,111.958,111.958,Assicurazioni Generali SpA,5.0,06/08/2048,ASSGEN,5.5124,5.51321,43.0555,2.37374,,,,28.9094,,,,
445,AN346525 Corp,ATALIA,97.679,99.277,98.47800000000001,La Financiere Atalian SASU,4.0,05/15/2024,ATALIA,-5.04166,-6.13095,,61.6329,6.37109,208.9,,108.985,,,,
446,AS650478 Corp,ATALIA,99.065,102.913,100.989,La Financiere Atalian SASU,5.125,05/15/2025,ATALIA,-5.04166,-6.13095,,61.6329,6.37109,208.9,,108.985,,,,
447,EJ566646 Corp,ATCOA,104.479,104.668,104.5735,Atlas Copco AB,2.5,02/28/2023,ATCOA,47.2908,46.9409,46.314,21.7402,0.931914,22713.0,,31.5247,,,,
448,QZ308258 Corp,ATCOA,103.136,103.556,103.346,Atlas Copco AB,0.625,08/30/2026,ATCOA,47.2908,46.9409,46.314,21.7402,0.931914,22713.0,,31.5247,,,,
449,JK952833 Corp,ATDBCN,107.784,108.308,108.046,Alimentation Couche-Tard Inc,1.875,05/06/2026,ATDBCN,41.1427,42.8988,78.8283,33.8164,1.90546,5039.2,,44.0804,,,,
450,ZO953125 Corp,ATEBBB,103.334,105.334,104.334,Atenor,3.875,10/23/2026,ATEBBB,23.3501,24.4287,254.26,62.1126,16.1154,40.795,,71.5653,,,,
451,BO495215 Corp,ATEBBB,101.304,103.304,102.304,Atenor,3.5,03/19/2027,ATEBBB,23.3501,24.4287,254.26,62.1126,16.1154,40.795,,71.5653,,,,
452,ZO180584 Corp,ATH,104.394,104.73,104.56200000000001,Athene Global Funding,1.125,09/02/2025,ATH,8.1388,8.0258,12.1421,0.974498,,,,8.93471,,,,
453,BN332574 Corp,ATH,100.749,101.195,100.972,Athene Global Funding,0.625,01/12/2028,ATH,8.1388,8.0258,12.1421,0.974498,,,,8.93471,,,,
454,AS935412 Corp,ATHORA,115.0,116.472,115.73599999999999,Athora Netherlands NV,7.0,,ATHORA,5.45527,5.19331,162.34,8.4308,,,,59.8838,,,,
455,AN553674 Corp,ATHORA,104.3,105.23,104.765,Athora Netherlands NV,2.375,05/17/2024,ATHORA,5.45527,5.19331,162.34,8.4308,,,,59.8838,,,,
456,BP000089 Corp,ATHORA,101.125,101.625,101.375,Athora Netherlands NV,2.25,07/15/2031,ATHORA,5.45527,5.19331,162.34,8.4308,,,,59.8838,,,,
457,EK052136 Corp,ATIM,108.286,109.064,108.675,ASTM SpA,3.375,02/13/2024,ATIM,34.4173,34.5822,110.584,38.2423,5.44705,520.527,,49.1507,,,,
458,AQ887974 Corp,ATIM,103.938,104.637,104.2875,ASTM SpA,1.625,02/08/2028,ATIM,34.4173,34.5822,110.584,38.2423,5.44705,520.527,,49.1507,,,,
459,AM278934 Corp,ATLIM,102.321,103.224,102.77250000000001,Atlantia SpA,1.625,02/03/2025,ATLIM,8.08548,7.15111,846.155,60.5095,16.993,3122.0,,78.5958,,,,
460,AO149596 Corp,ATLIM,103.721,104.307,104.01400000000001,Atlantia SpA,1.875,07/13/2027,ATLIM,8.08548,7.15111,846.155,60.5095,16.993,3122.0,,78.5958,,,,
461,BN990995 Corp,ATLIM,103.0,103.5,103.25,Atlantia SpA,1.875,02/12/2028,ATLIM,8.08548,7.15111,846.155,60.5095,16.993,3122.0,,78.5958,,,,
462,AS262653 Corp,ATLNSA,100.25,100.524,100.387,Grupo Antolin-Irausa SA,3.375,04/30/2026,ATLNSA,19.7174,17.1105,206.614,35.3527,4.8723,272.1,,67.3857,,,,
463,BQ059446 Corp,ATLNSA,98.63,99.032,98.83099999999999,Grupo Antolin-Irausa SA,3.5,04/30/2028,ATLNSA,19.7174,17.1105,206.614,35.3527,4.8723,272.1,,67.3857,,,,
464,QZ744143 Corp,ATOFP,102.67,102.965,102.8175,Atos SE,1.444,10/06/2023,ATOFP,37.8943,37.8496,74.1291,28.0576,3.42031,1487.0,,42.5358,,,,
465,ZQ372697 Corp,ATOFP,124.3,125.1,124.69999999999999,Atos SE,0.0,11/06/2024,ATOFP,37.8943,37.8496,74.1291,28.0576,3.42031,1487.0,,42.5358,,,,
466,AV231751 Corp,ATOFP,105.51,106.549,106.02950000000001,Atos SE,1.75,05/07/2025,ATOFP,37.8943,37.8496,74.1291,28.0576,3.42031,1487.0,,42.5358,,,,
467,AV387914 Corp,ATOFP,114.501,115.63,115.0655,Atos SE,2.5,11/07/2028,ATOFP,37.8943,37.8496,74.1291,28.0576,3.42031,1487.0,,42.5358,,,,
468,EK969823 Corp,ATOSTR,101.404,102.51,101.957,Autostrade per l'Italia SpA,1.625,06/12/2023,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.478,,85.4811,,,,
469,ED489316 Corp,ATOSTR,115.25,116.1,115.675,Autostrade per l'Italia SpA,5.875,06/09/2024,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.478,,85.4811,,,,
470,EI402250 Corp,ATOSTR,115.196,115.85,115.523,Autostrade per l'Italia SpA,4.375,09/16/2025,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.478,,85.4811,,,,
471,QJ496313 Corp,ATOSTR,104.346,104.546,104.446,Autostrade per l'Italia SpA,1.875,11/04/2025,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.478,,85.4811,,,,
472,QJ894639 Corp,ATOSTR,103.934,104.532,104.233,Autostrade per l'Italia SpA,1.75,06/26/2026,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.478,,85.4811,,,,
473,AL433591 Corp,ATOSTR,103.415,104.056,103.7355,Autostrade per l'Italia SpA,1.75,02/01/2027,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.478,,85.4811,,,,
474,BM853435 Corp,ATOSTR,104.732,105.333,105.0325,Autostrade per l'Italia SpA,2.0,12/04/2028,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.478,,85.4811,,,,
475,AP097253 Corp,ATOSTR,104.334,104.737,104.5355,Autostrade per l'Italia SpA,1.875,09/26/2029,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.478,,85.4811,,,,
476,BN484017 Corp,ATOSTR,104.125,105.125,104.625,Autostrade per l'Italia SpA,2.0,01/15/2030,ATOSTR,7.88825,6.99137,729.137,50.9766,24.0172,620.478,,85.4811,,,,
477,EK476048 Corp,ATRADI,111.49,112.24,111.865,Atradius Finance BV,5.25,09/23/2044,ATRADI,37.5398,35.5614,16.9434,6.02532,,,,14.4885,,,,
478,BP225460 Corp,ATRSAV,98.22,98.775,98.4975,Atrium European Real Estate Ltd,3.625,,ATRSAV,53.98,52.716,75.9959,40.062,,-98.236,,43.1805,,,,
479,EK528135 Corp,ATRSAV,100.765,101.249,101.007,Atrium European Real Estate Ltd,3.625,10/17/2022,ATRSAV,53.98,52.716,75.9959,40.062,,-98.236,,43.1805,,,,
480,AU292804 Corp,ATRSAV,108.662,109.116,108.88900000000001,Atrium European Real Estate Ltd,3.0,09/11/2025,ATRSAV,53.98,52.716,75.9959,40.062,,-98.236,,43.1805,,,,
481,BN823046 Corp,ATRSAV,108.712,109.187,108.9495,Atrium Finance Issuer BV,2.625,09/05/2027,ATRSAV,,7.49603,1228.49,92.088,,,,92.4726,0.541404,,,
482,BK652187 Corp,ATRYSH,106.0,107.0,106.5,Atrys Health Internacional SA,5.5,07/29/2025,ATRYSH,43.6974,42.8543,17.56,7.52522,2.30306,5.74346,,14.9371,,,,
483,AP911381 Corp,ATSAV,94.4,96.6,95.5,AT&S Austria Technologie & Systemtechnik AG,4.75,,ATSAV,28.6675,26.3237,173.995,45.8018,4.45588,245.663,,57.7144,,,,
484,AZ746053 Corp,ATTEN,97.5,98.5,98.0,Attica Holdings SA,3.4,07/26/2024,ATTEN,43.9185,41.7845,113.794,47.5482,10.6391,40.468,,53.226,,,,
485,BK415346 Corp,AUTODI,105.077,105.797,105.437,Parts Europe SA,6.5,07/16/2025,AUTODI,,,,,,,,,,,,
486,BQ397491 Corp,AUTODI,100.681,101.248,100.9645,Parts Europe SA,3.454,07/20/2027,AUTODI,,,,,,,,,,,,
487,ZO639616 Corp,AVINOR,103.871,104.24,104.0555,Avinor AS,0.75,10/01/2030,AVINOR,30.3436,26.5599,209.289,55.5871,12.0114,1850.3,,67.6678,,,,
488,EJ730288 Corp,AVLN,111.842,112.045,111.9435,Aviva PLC,6.125,07/05/2043,AVLN,3.86871,4.03328,52.7901,2.12918,,,,33.1969,,,,
489,EK353582 Corp,AVLN,110.57,110.735,110.6525,Aviva PLC,3.875,07/03/2044,AVLN,3.86871,4.03328,52.7901,2.12918,,,,33.1969,,,,
490,EK925706 Corp,AVLN,112.017,112.58,112.29849999999999,Aviva PLC,3.375,12/04/2045,AVLN,3.86871,4.03328,52.7901,2.12918,,,,33.1969,,,,
491,BM164047 Corp,AVTR,102.623,103.417,103.02000000000001,Avantor Funding Inc,2.625,11/01/2025,AVTR,15.741,16.8637,305.166,51.4622,3.85232,1154.2,,65.5924,,,,
492,BK424601 Corp,AVTR,105.513,106.357,105.935,Avantor Funding Inc,3.875,07/15/2028,AVTR,15.741,16.8637,305.166,51.4622,3.85232,1154.2,,65.5924,,,,
493,BP880989 Corp,AXACOR,101.059,101.404,101.2315,Acef Holding SCA,0.75,06/14/2028,AXACOR,,,,,,,,,,,,
494,EK278325 Corp,AXASA,112.963,113.522,113.2425,AXA SA,3.875,,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,
495,EK588388 Corp,AXASA,110.922,111.731,111.3265,AXA SA,3.941,,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,
496,ED192115 Corp,AXASA,89.5,92.0,90.75,AXA SA,0.41,,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,
497,ED234571 Corp,AXASA,88.66,90.08,89.37,AXA SA,0.34,,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,
498,ED396604 Corp,AXASA,102.875,104.625,103.75,AXA SA,4.01738,,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,
499,ED653180 Corp,AXASA,89.25,91.0,90.125,AXA SA,0.146,,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,
500,ED723849 Corp,AXASA,102.25,104.09,103.17,AXA SA,3.75,,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,
501,ED776185 Corp,AXASA,101.9,104.3,103.1,AXA SA,3.0,,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,
502,BO847808 Corp,AXASA,101.942,102.337,102.1395,AXA SA,1.375,10/07/2041,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,
503,EJ521120 Corp,AXASA,109.519,110.12,109.8195,AXA SA,5.125,07/04/2043,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,
504,JK569482 Corp,AXASA,108.233,108.913,108.57300000000001,AXA SA,3.375,07/06/2047,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,
505,AR851981 Corp,AXASA,116.526,117.039,116.7825,AXA SA,3.25,05/28/2049,AXASA,8.10241,8.10352,36.3742,2.94759,,,,23.7416,,,,
506,BK116817 Corp,AXASFH,99.017,99.154,99.0855,AXA Home Loan SFH SA,0.125,06/25/2035,AXASFH,3.36654,3.3474,1633.34,54.6745,,,0.901903,93.9533,77.4545,,115.055,
507,AN198441 Corp,AXDELO,78.0,88.0,83.0,Delete Group Oyj,5.0,04/19/2024,AXDELO,,,,,,,,,,,,
508,QZ543936 Corp,AXTA,101.5,102.125,101.8125,Axalta Coating Systems Dutch Holding B BV,3.75,01/15/2025,AXTA,19.9439,20.0218,278.932,55.8473,4.4792,661.5,,72.9811,,,,
509,AM941954 Corp,AZMIM,101.207,101.355,101.281,Azimut Holding SpA,2.0,03/28/2022,AZMIM,9.64645,10.2188,110.371,11.2785,1.76941,487.417,1.98395,51.8902,,,708.004,
510,ZQ928775 Corp,AZMIM,104.149,104.731,104.44,Azimut Holding SpA,1.625,12/12/2024,AZMIM,9.64645,10.2188,110.371,11.2785,1.76941,487.417,1.98395,51.8902,,,708.004,
511,LW060955 Corp,AZN,102.6,103.0,102.8,AstraZeneca PLC,0.75,05/12/2024,AZN,22.4416,23.4111,130.457,30.5414,2.2514,8397.0,,56.5828,,,,
512,LW060959 Corp,AZN,107.474,107.882,107.678,AstraZeneca PLC,1.25,05/12/2028,AZN,22.4416,23.4111,130.457,30.5414,2.2514,8397.0,,56.5828,,,,
513,BP794015 Corp,AZN,101.575,101.795,101.685,AstraZeneca PLC,0.375,06/03/2029,AZN,22.4416,23.4111,130.457,30.5414,2.2514,8397.0,,56.5828,,,,
514,BP111245 Corp,AZRION,104.25,105.25,104.75,Azerion Holding BV,7.25,04/28/2024,AZRION,,,,,,,,,,,,
515,BK597342 Corp,AZZAER,101.45,102.55,102.0,Azzurra Aeroporti SpA,2.125,05/30/2024,AZZAER,8.08548,7.15111,846.155,60.5095,16.993,3122.0,,78.5958,,,,
516,BK597350 Corp,AZZAER,104.757,105.692,105.2245,Azzurra Aeroporti SpA,2.625,05/30/2027,AZZAER,8.08548,7.15111,846.155,60.5095,16.993,3122.0,,78.5958,,,,
517,EK508613 Corp,BABLN,101.518,101.864,101.691,Babcock International Group PLC,1.75,10/06/2022,BABLN,39.4039,33.6529,123.225,41.4689,32.9683,169.4,,55.0494,,,,
518,ZR479191 Corp,BABLN,102.528,104.36,103.444,Babcock International Group PLC,1.375,09/13/2027,BABLN,39.4039,33.6529,123.225,41.4689,32.9683,169.4,,55.0494,,,,
519,EK472649 Corp,BAC,100.199,100.216,100.2075,Bank of America Corp,1.375,09/10/2021,BAC,9.32338,8.81017,215.113,18.9519,,,0.285286,66.1928,33.235,237936.0,148.99,
520,UV800880 Corp,BAC,102.144,102.447,102.2955,Bank of America Corp,1.625,09/14/2022,BAC,9.32338,8.81017,215.113,18.9519,,,0.285286,66.1928,33.235,237936.0,148.99,
521,AN290118 Corp,BAC,100.437,100.513,100.475,Bank of America Corp,0.244,05/04/2023,BAC,9.32338,8.81017,215.113,18.9519,,,0.285286,66.1928,33.235,237936.0,148.99,
522,LW953738 Corp,BAC,102.096,101.677,101.88650000000001,Bank of America Corp,0.75,07/26/2023,BAC,9.32338,8.81017,215.113,18.9519,,,0.285286,66.1928,33.235,237936.0,148.99,
523,AS279882 Corp,BAC,100.65,100.703,100.6765,Bank of America Corp,0.151,04/25/2024,BAC,9.32338,8.81017,215.113,18.9519,,,0.285286,66.1928,33.235,237936.0,148.99,
524,EK335552 Corp,BAC,107.335,107.701,107.518,Bank of America Corp,2.375,06/19/2024,BAC,9.32338,8.81017,215.113,18.9519,,,0.285286,66.1928,33.235,237936.0,148.99,
525,AM344167 Corp,BAC,103.975,104.053,104.014,Bank of America Corp,1.379,02/07/2025,BAC,9.32338,8.81017,215.113,18.9519,,,0.285286,66.1928,33.235,237936.0,148.99,
526,ZS409524 Corp,BAC,103.134,103.52,103.327,Bank of America Corp,0.808,05/09/2026,BAC,9.32338,8.81017,215.113,18.9519,,,0.285286,66.1928,33.235,237936.0,148.99,
527,AN290126 Corp,BAC,108.052,108.202,108.12700000000001,Bank of America Corp,1.776,05/04/2027,BAC,9.32338,8.81017,215.113,18.9519,,,0.285286,66.1928,33.235,237936.0,148.99,
528,AS279877 Corp,BAC,108.432,108.714,108.57300000000001,Bank of America Corp,1.662,04/25/2028,BAC,9.32338,8.81017,215.113,18.9519,,,0.285286,66.1928,33.235,237936.0,148.99,
529,BP546636 Corp,BAC,101.832,102.015,101.92349999999999,Bank of America Corp,0.583,08/24/2028,BAC,9.32338,8.81017,215.113,18.9519,,,0.285286,66.1928,33.235,237936.0,148.99,
530,BH291847 Corp,BAC,121.743,122.187,121.965,Bank of America Corp,3.648,03/31/2029,BAC,9.32338,8.81017,215.113,18.9519,,,0.285286,66.1928,33.235,237936.0,148.99,
531,AZ907094 Corp,BAC,101.631,101.841,101.73599999999999,Bank of America Corp,0.58,08/08/2029,BAC,9.32338,8.81017,215.113,18.9519,,,0.285286,66.1928,33.235,237936.0,148.99,
532,ZS409525 Corp,BAC,107.481,107.8,107.6405,Bank of America Corp,1.381,05/09/2030,BAC,9.32338,8.81017,215.113,18.9519,,,0.285286,66.1928,33.235,237936.0,148.99,
533,BO582677 Corp,BAC,101.119,101.685,101.402,Bank of America Corp,0.694,03/22/2031,BAC,9.32338,8.81017,215.113,18.9519,,,0.285286,66.1928,33.235,237936.0,148.99,
534,BM014987 Corp,BAC,100.527,100.972,100.7495,Bank of America Corp,0.654,10/26/2031,BAC,9.32338,8.81017,215.113,18.9519,,,0.285286,66.1928,33.235,237936.0,148.99,
535,BP546638 Corp,BAC,104.264,104.556,104.41,Bank of America Corp,1.102,05/24/2032,BAC,9.32338,8.81017,215.113,18.9519,,,0.285286,66.1928,33.235,237936.0,148.99,
536,EJ718975 Corp,BACARD,104.241,106.099,105.17,Bacardi Ltd,2.75,07/03/2023,BACARD,,,,,,,,,,,,
537,ED840769 Corp,BACR,96.75,98.25,97.5,Barclays Bank PLC,0.162,,BACR,5.38695,5.0677,219.742,11.1358,,,2.20871,68.7223,13.148,37493.0,369.126,
538,EI621344 Corp,BACR,104.409,104.55,104.4795,Barclays Bank PLC,6.625,03/30/2022,BACR,5.38695,5.0677,219.742,11.1358,,,2.20871,68.7223,13.148,37493.0,369.126,
539,EK516111 Corp,BACR,101.244,101.303,101.2735,Barclays PLC,1.5,04/01/2022,BACR,4.34515,4.04775,440.427,17.8274,,,,78.2473,26.0069,67660.0,,
540,AU234321 Corp,BACR,103.7,103.86,103.78,Barclays PLC,1.5,09/03/2023,BACR,4.34515,4.04775,440.427,17.8274,,,,78.2473,26.0069,67660.0,,
541,AL517744 Corp,BACR,104.992,105.105,105.0485,Barclays PLC,1.875,12/08/2023,BACR,4.34515,4.04775,440.427,17.8274,,,,78.2473,26.0069,67660.0,,
542,ZS223073 Corp,BACR,99.572,99.572,99.572,Barclays Bank PLC,0.5,06/14/2024,BACR,5.38695,5.0677,219.742,11.1358,,,2.20871,68.7223,13.148,37493.0,369.126,
543,EK168040 Corp,BACR,106.001,106.588,106.2945,Barclays Bank PLC,2.8,06/20/2024,BACR,5.38695,5.0677,219.742,11.1358,,,2.20871,68.7223,13.148,37493.0,369.126,
544,BH392715 Corp,BACR,108.983,109.21,109.09649999999999,Barclays PLC,3.375,04/02/2025,BACR,4.34515,4.04775,440.427,17.8274,,,,78.2473,26.0069,67660.0,,
545,ZQ856579 Corp,BACR,102.104,102.336,102.22,Barclays PLC,0.75,06/09/2025,BACR,4.34515,4.04775,440.427,17.8274,,,,78.2473,26.0069,67660.0,,
546,AQ825885 Corp,BACR,104.393,104.902,104.64750000000001,Barclays PLC,1.375,01/24/2026,BACR,4.34515,4.04775,440.427,17.8274,,,,78.2473,26.0069,67660.0,,
547,BP407416 Corp,BACR,102.074,102.191,102.1325,Barclays PLC,0.467,05/12/2026,BACR,4.34515,4.04775,440.427,17.8274,,,,78.2473,26.0069,67660.0,,
548,AO968337 Corp,BACR,102.455,102.646,102.5505,Barclays PLC,2.0,02/07/2028,BACR,4.34515,4.04775,440.427,17.8274,,,,78.2473,26.0069,67660.0,,
549,BO582813 Corp,BACR,101.001,101.388,101.1945,Barclays PLC,1.125,03/22/2031,BACR,4.34515,4.04775,440.427,17.8274,,,,78.2473,26.0069,67660.0,,
550,BP406099 Corp,BACR,102.598,102.802,102.7,Barclays PLC,1.106,05/12/2032,BACR,4.34515,4.04775,440.427,17.8274,,,,78.2473,26.0069,67660.0,,
551,EC327424 Corp,BACR,70.0,73.0,71.5,Barclays Bank PLC,0.0,12/28/2040,BACR,5.38695,5.0677,219.742,11.1358,,,2.20871,68.7223,13.148,37493.0,369.126,
552,AN574844 Corp,BACRED,100.453,100.493,100.473,Mediobanca Banca di Credito Finanziario SpA,0.251,05/18/2022,BACRED,12.3782,12.2212,379.882,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,
553,AP236075 Corp,BACRED,101.074,101.183,101.1285,Mediobanca Banca di Credito Finanziario SpA,0.625,09/27/2022,BACRED,12.3782,12.2212,379.882,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,
554,AM159821 Corp,BACRED,101.44,101.62,101.53,Mediobanca Banca di Credito Finanziario SpA,1.0,01/12/2023,BACRED,12.3782,12.2212,379.882,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,
555,JK270024 Corp,BACRED,99.98,100.06,100.02000000000001,Mediobanca Banca di Credito Finanziario SpA,0.0,02/28/2023,BACRED,12.3782,12.2212,379.882,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,
556,EJ646956 Corp,BACRED,109.22,109.566,109.393,Mediobanca Banca di Credito Finanziario SpA,5.75,04/18/2023,BACRED,12.3782,12.2212,379.882,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,
557,AW661626 Corp,BACRED,104.86,105.264,105.062,Mediobanca Banca di Credito Finanziario SpA,1.9,01/25/2024,BACRED,12.3782,12.2212,379.882,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,
558,AW661718 Corp,BACRED,102.561,103.072,102.8165,Mediobanca Banca di Credito Finanziario SpA,1.151,01/25/2024,BACRED,12.3782,12.2212,379.882,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,
559,JK613024 Corp,BACRED,99.43,99.71,99.57,Mediobanca Banca di Credito Finanziario SpA,0.0,03/31/2024,BACRED,12.3782,12.2212,379.882,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,
560,QZ715495 Corp,BACRED,99.19,99.62,99.405,Mediobanca Banca di Credito Finanziario SpA,0.0,09/30/2024,BACRED,12.3782,12.2212,379.882,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,
561,AX873251 Corp,BACRED,105.412,105.728,105.57,Mediobanca Banca di Credito Finanziario SpA,1.625,01/07/2025,BACRED,12.3782,12.2212,379.882,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,
562,ZP539557 Corp,BACRED,103.292,103.699,103.49549999999999,Mediobanca Banca di Credito Finanziario SpA,1.125,04/23/2025,BACRED,12.3782,12.2212,379.882,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,
563,AZ576204 Corp,BACRED,103.895,104.299,104.09700000000001,Mediobanca Banca di Credito Finanziario SpA,1.125,07/15/2025,BACRED,12.3782,12.2212,379.882,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,
564,UV853751 Corp,BACRED,107.3,108.625,107.9625,Mediobanca Banca di Credito Finanziario SpA,3.0,09/10/2025,BACRED,12.3782,12.2212,379.882,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,
565,ZQ856319 Corp,BACRED,102.883,103.335,103.109,Mediobanca Banca di Credito Finanziario SpA,0.875,01/15/2026,BACRED,12.3782,12.2212,379.882,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,
566,LW742768 Corp,BACRED,109.808,112.176,110.992,Mediobanca Banca di Credito Finanziario SpA,3.75,06/16/2026,BACRED,12.3782,12.2212,379.882,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,
567,BG016664 Corp,BACRED,101.666,102.044,101.85499999999999,Mediobanca Banca di Credito Finanziario SpA,0.75,07/15/2027,BACRED,12.3782,12.2212,379.882,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,
568,ZO264339 Corp,BACRED,103.502,104.143,103.82249999999999,Mediobanca Banca di Credito Finanziario SpA,1.0,09/08/2027,BACRED,12.3782,12.2212,379.882,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,
569,BM582153 Corp,BACRED,102.214,102.68,102.447,Mediobanca Banca di Credito Finanziario SpA,2.3,11/23/2030,BACRED,12.3782,12.2212,379.882,46.4261,,1096.58,,79.0055,66.9288,9041.11,111.961,
570,BQ128798 Corp,BAER,100.389,100.587,100.488,Bank Julius Baer & Co AG,0.0,06/25/2024,BAER,5.96944,5.88765,120.199,7.07689,,,,54.5534,43.3305,4429.7,,
571,AM630639 Corp,BALDER,100.515,100.537,100.52600000000001,Fastighets AB Balder,1.125,03/14/2022,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,
572,BP963187 Corp,BALDER,100.119,100.165,100.142,Balder Finland Oyj,0.055,06/14/2023,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,
573,AM630660 Corp,BALDER,105.565,105.739,105.652,Fastighets AB Balder,1.875,03/14/2025,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,
574,AO868478 Corp,BALDER,106.24,106.457,106.3485,Fastighets AB Balder,1.875,01/23/2026,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,
575,ZR402625 Corp,BALDER,102.933,103.195,103.064,Fastighets AB Balder,1.125,01/29/2027,BALDER,31.691,32.2665,155.517,50.1799,9.37547,9580.0,,57.146,,,,
